id,url,image_name,link
1616771694,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300855533_012_1_800x.jpg?v=1616771694,LOV Dark Blue High-Waist Jennifer Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/lov-dark-blue-high-waist-jennifer-jeans-300855533
1615581537,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851737_012_1_800x.jpg?v=1615581537,Gia Curves Blue Seam Detailed Cropped Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-blue-seam-detailed-cropped-jeans-300851737
1615581387,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851735_092_1_800x.jpg?v=1615581387,Gia Curves White Cropped Jeggings,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-white-cropped-jeggings-300851735
1615581385,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851733_060_1_800x.jpg?v=1615581385,Gia Curves Blue Cropped Jeggings,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-blue-cropped-jeggings-300851733
1615581349,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851620_012_1_800x.jpg?v=1615581349,Gia Curves Dark Blue Distressed Cropped Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-dark-blue-distressed-cropped-jeans-300851620
1615581348,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851619_060_1_800x.jpg?v=1615581348,Gia Curves Dark Blue Faded Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-dark-blue-faded-jeans-300851619
1615486865,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300852259_039_1_800x.jpg?v=1615486865,Sassy Soda Curves Aqua Cargo-Style Brix Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/sassy-soda-curves-aqua-cargo-style-brix-jeans-300852259
1614964750,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300832050_060_1_800x.jpg?v=1614964750,Nuon Blue Distressed Rigid Cropped Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/nuon-blue-distressed-rigid-cropped-jeans-300832050
1614190187,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300848756_002_1_800x.jpg?v=1614190187,Gia Curves Black Peter Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-black-peter-jeans-300848756
1613130022,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300849529_039_1_800x.jpg?v=1613130022,Sassy Soda Curves Light Blue Joggers-Style Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/sassy-soda-curves-light-blue-joggers-style-jeans-300849529
1613129943,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300849440_092_1_800x.jpg?v=1613129943,Sassy Soda Curves White Fringed Bambi Crop Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/sassy-soda-curves-white-fringed-bambi-crop-jeans-300849440
1613129891,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300848757_060_1_800x.jpg?v=1613129891,Gia Curves Dark Blue Snappy Cropped Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-dark-blue-snappy-cropped-jeans-300848757
1621602416,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851438_002_1_5048f7c0-ec9d-4d2d-8e94-79b9fe2dad27_800x.jpg?v=1621602416,LOV Black Jamie Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/lov-black-jamie-jeans-300851438
1611850061,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851850_012_1_813ff046-399d-4149-a524-0c553f8b0e5e_800x.jpg?v=1611850061,LOV Indigo Cropped Jamie Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/lov-indigo-cropped-jamie-jeans-300851850
1611849995,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851439_012_1_a13dcecf-aeec-488d-b670-ede6fd558275_800x.jpg?v=1611849995,LOV Dark Blue Cropped Jamie Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/lov-dark-blue-cropped-jamie-jeans-300851439
1611849983,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851437_060_1_9da7c1e4-1803-419f-96a1-bc64168fbfff_800x.jpg?v=1611849983,LOV Blue Cropped Jamie Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/lov-blue-cropped-jamie-jeans-300851437
1611761669,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300848562_042_1_800x.jpg?v=1611761669,Nuon Sage Green Wide-Leg Archie Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/nuon-sage-green-wide-leg-archie-jeans-300848562
1611761656,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300848551_065_1_800x.jpg?v=1611761656,Nuon Olive Cargo-Style James Crop Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/nuon-olive-cargo-style-james-crop-jeans-300848551
1610016657,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300846300_012_1_800x.jpg?v=1610016657,Sassy Soda Curves Dark Blue Distressed Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/sassy-soda-curves-dark-blue-distressed-jeans-300846300
1610016315,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300846569_064_1_800x.jpg?v=1610016315,Gia Curves Grey Peter Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-grey-peter-jeans-300846569
1608734539,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300848941_092_1_800x.jpg?v=1608734539,LOV White Ankle-Length Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/lov-white-ankle-length-jeans-300848941
1608562243,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300846571_042_1_800x.jpg?v=1608562243,Gia Curves Mint Green Ankle-Grazing Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-mint-green-ankle-grazing-jeans-300846571
1608562227,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300846570_071_1_800x.jpg?v=1608562227,Gia Curves Dusty Pink Ankle-Grazing Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-dusty-pink-ankle-grazing-jeans-300846570
1612934431,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300846153_060_2_7ac7ec33-c187-44db-bfec-5ef47079e9da_800x.jpg?v=1612934431,Nuon Blue Paperbag Waist Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/nuon-blue-paperbag-waist-jeans-300846153
1608548504,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300846152_060_1_b24c331e-3270-4030-a7b2-5320842b3332_800x.jpg?v=1608548504,Nuon Blue Ankle-Length Straight Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/nuon-blue-ankle-length-straight-jeans-300846152
1607321207,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300846595_012_1_800x.jpg?v=1607321207,Nuon Dark Blue Skinny Fit High Waist Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/nuon-dark-blue-skinny-fit-high-waist-jeans-300846595
1606137830,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300844557_060_1_800x.jpg?v=1606137830,Gia Curves Blue Distressed Cropped Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-blue-distressed-cropped-jeans-300844557
1607005615,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300844558_012_1_800x.jpg?v=1607005615,Gia Curves Dark Blue Nikko Cropped Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-dark-blue-nikko-cropped-jeans-300844558
1605116587,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300844120_012_1_800x.jpg?v=1605116587,Sassy Soda Curves Dark Blue Matt Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/sassy-soda-curves-dark-blue-matt-jeans-300844120
1603813984,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300844556_039_1_800x.jpg?v=1603813984,Gia Curves Navy High-Waist Jeans,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-navy-high-waist-jeans-300844556
1618639944,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300855812_092_1_800x.jpg?v=1618639944,Studiofit White Panel Design Joggers,https://www.westside.com/collections/woman-western-wear-new-in/products/studiofit-white-panel-design-joggers-300855812
1618639859,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300855155_042_1_800x.jpg?v=1618639859,Sassy Soda Curves Mint Joggers,https://www.westside.com/collections/woman-western-wear-new-in/products/sassy-soda-curves-mint-joggers-300855155
1616144577,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851107_060_1_800x.jpg?v=1616144577,Nuon Blue Reggie Cargo-Style Joggers,https://www.westside.com/collections/woman-western-wear-new-in/products/nuon-blue-reggie-cargo-style-joggers-300851107
1616143461,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300852487_002_1_800x.jpg?v=1616143461,Sassy Soda Curves Black Cargo-Styled Joggers,https://www.westside.com/collections/woman-western-wear-new-in/products/sassy-soda-curves-black-cargo-styled-joggers-300852487
1615581382,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851732_001_1_800x.jpg?v=1615581382,Gia Curves Anthra Joggers,https://www.westside.com/collections/woman-western-wear-new-in/products/gia-curves-anthra-joggers-300851732
1615581165,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851532_035_1_800x.jpg?v=1615581165,Studiofit Grey Melange Text Print Leggings,https://www.westside.com/collections/woman-western-wear-new-in/products/studiofit-grey-melange-text-print-leggings-300851532
1615581165,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851537_035_1_800x.jpg?v=1615581165,Studiofit Grey Colour-Blocked Joggers,https://www.westside.com/collections/woman-western-wear-new-in/products/studiofit-grey-colour-blocked-joggers-300851537
1615581152,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300851525_002_1_800x.jpg?v=1615581152,Studiofit Black Text Print Joggers,https://www.westside.com/collections/woman-western-wear-new-in/products/studiofit-black-text-print-joggers-300851525
1615486896,https://cdn.shopify.com/s/files/1/0266/6276/4597/products/100001_300852279_073_1_800x.jpg?v=1615486896,LOV Persian Rose Cargo-Style Clay Joggers,https://www.westside.com/collections/woman-western-wear-new-in/products/lov-persian-rose-cargo-style-clay-joggers-300852279
